Date,SKU,Product Name,Category,Units Sold,Unit Cost,Unit Price,Inventory On Hand,Revenue,COGS,Gross Margin %,Discount,Net Profit
2025-01-04,SKU-FRZ-038,Salmon Fillet (lb),Frozen,11,16.91,32.62,211,358.87,186.03,48.16,51.45,121.40
2025-06-13,SKU-DRY-096,Eggs 12ct,Dairy,20,3.01,4.22,83,84.35,60.25,28.58,3.95,20.16
2025-02-23,SKU-SNK-078,Frozen Pizza,Snacks,16,5.62,11.11,33,177.81,89.96,49.41,12.96,74.89
2025-08-17,SKU-PAN-015,Whole Milk 1gal,Pantry,21,10.37,16.18,70,339.73,217.82,35.88,12.94,108.96
2025-07-30,SKU-BAK-106,Rice 5lb,Bakery,26,7.86,15.72,81,408.60,204.27,50.01,22.11,182.22
2025-06-04,SKU-SNK-092,Rice 5lb,Snacks,13,3.00,6.29,115,81.76,39.04,52.25,13.85,28.87
2025-01-03,SKU-PAN-047,Soda 12oz 6pk,Pantry,20,1.76,3.04,6,60.89,35.16,42.25,2.86,22.86
2025-12-12,SKU-MET-018,Pasta 16oz,Meat,24,17.15,29.85,74,716.43,411.69,42.54,82.07,222.67
2025-01-11,SKU-PAN-109,Granola Bars 12ct,Pantry,1,16.47,31.70,152,31.70,16.47,48.05,5.35,9.89
2025-02-01,SKU-DRY-073,Ground Beef 1lb,Dairy,26,11.91,23.65,185,614.77,309.75,49.62,73.49,231.53
2025-07-22,SKU-SEA-099,Greek Yogurt 4pk,Seafood,5,9.30,17.69,202,88.45,46.48,47.46,1.93,40.05
2025-10-30,SKU-FRZ-056,Orange Juice 1L,Frozen,15,13.78,18.00,173,269.97,206.65,23.45,47.46,15.86
2025-11-11,SKU-FRZ-074,Eggs 12ct,Frozen,11,16.35,26.41,40,290.53,179.82,38.11,46.41,64.30
2025-07-12,SKU-HOU-114,Olive Oil 1L,Household,29,2.51,3.03,86,88.00,72.76,17.32,2.70,12.55
2025-10-17,SKU-SEA-006,Eggs 12ct,Seafood,23,2.85,4.10,18,94.20,65.52,30.44,9.26,19.41
2025-08-09,SKU-SEA-052,Pasta 16oz,Seafood,13,15.37,20.95,38,272.38,199.84,26.63,4.69,67.85
2025-07-26,SKU-PAN-080,Bananas (lb),Pantry,28,1.68,2.97,107,83.19,47.02,43.48,0.49,35.68
2025-07-18,SKU-BAK-024,Orange Juice 1L,Bakery,4,2.07,3.57,168,14.27,8.29,41.91,1.24,4.74
2025-11-14,SKU-FRZ-001,Dish Soap 24oz,Frozen,28,16.36,20.05,180,561.33,458.14,18.38,72.13,31.06
2025-12-15,SKU-BEV-055,Soda 12oz 6pk,Beverages,1,6.40,13.04,99,13.04,6.40,50.92,1.95,4.69
2025-03-02,SKU-BEV-046,Orange Juice 1L,Beverages,2,13.86,25.32,128,50.64,27.72,45.26,3.92,18.99
2025-08-03,SKU-SNK-081,Soda 12oz 6pk,Snacks,9,13.21,22.78,192,205.02,118.87,42.02,30.02,56.13
2025-01-19,SKU-MET-014,Salmon Fillet (lb),Meat,16,12.19,20.15,59,322.47,195.01,39.53,25.85,101.62
2025-04-05,SKU-MET-016,Granola Bars 12ct,Meat,26,10.45,14.57,109,378.70,271.75,28.24,4.28,102.67
2025-04-21,SKU-SEA-087,Pasta 16oz,Seafood,29,8.61,15.22,12,441.47,249.71,43.44,74.46,117.30
2025-02-25,SKU-HOU-062,Potato Chips 8oz,Household,19,15.91,26.18,83,497.47,302.34,39.22,59.33,135.80
2025-02-02,SKU-SEA-010,Potato Chips 8oz,Seafood,21,16.86,21.36,119,448.64,354.07,21.08,53.63,40.94
2025-05-30,SKU-PAN-083,Sourdough Bread,Pantry,25,13.36,16.99,13,424.66,334.10,21.32,41.66,48.90
2025-12-07,SKU-SNK-034,Bananas (lb),Snacks,30,12.80,24.93,215,747.90,384.09,48.64,120.69,243.12
2025-10-21,SKU-SNK-058,Eggs 12ct,Snacks,2,5.53,9.97,62,19.94,11.07,44.50,2.32,6.55
2025-04-04,SKU-HOU-115,Pasta 16oz,Household,22,5.77,10.32,22,227.01,127.02,44.05,7.83,92.17
2025-12-26,SKU-SNK-037,Orange Juice 1L,Snacks,5,17.64,31.43,136,157.17,88.21,43.88,5.85,63.11
2025-03-10,SKU-BEV-021,Rice 5lb,Beverages,24,4.55,5.78,195,138.61,109.25,21.18,5.33,24.03
2025-10-01,SKU-PRD-100,Whole Milk 1gal,Produce,14,7.21,8.97,96,125.58,100.88,19.67,7.12,17.58
2025-06-07,SKU-SEA-048,Chicken Breast (lb),Seafood,23,12.89,16.99,65,390.77,296.37,24.16,66.56,27.84
2025-08-11,SKU-BAK-027,Salmon Fillet (lb),Bakery,13,7.02,12.65,68,164.39,91.27,44.48,0.27,72.86
2025-06-22,SKU-BAK-097,Rice 5lb,Bakery,11,9.20,15.22,147,167.40,101.20,39.54,9.03,57.16
2025-06-07,SKU-HOU-070,Orange Juice 1L,Household,11,3.93,7.89,120,86.76,43.28,50.12,3.73,39.75
2025-02-07,SKU-MET-101,Laundry Detergent 64oz,Meat,22,4.98,9.06,42,199.41,109.46,45.11,0.26,89.69
2025-08-09,SKU-FRZ-011,Dish Soap 24oz,Frozen,17,12.07,16.43,109,279.25,205.18,26.52,16.89,57.17
2025-12-17,SKU-PAN-104,Granola Bars 12ct,Pantry,11,5.00,9.02,132,99.18,55.01,44.54,1.66,42.52
2025-06-11,SKU-SNK-119,Soda 12oz 6pk,Snacks,30,11.23,18.43,120,552.84,336.84,39.07,18.50,197.49
2025-06-30,SKU-BEV-054,Chicken Breast (lb),Beverages,30,1.56,2.33,217,69.90,46.79,33.06,0.25,22.87
2025-05-03,SKU-DRY-082,Bananas (lb),Dairy,19,10.73,16.47,8,312.90,203.90,34.84,24.88,84.13
2025-02-08,SKU-HOU-024,Soda 12oz 6pk,Household,23,13.01,21.45,206,493.38,299.12,39.37,83.24,111.02
2025-01-09,SKU-SNK-096,Potato Chips 8oz,Snacks,3,8.86,11.07,190,33.20,26.58,19.93,3.99,2.63
2025-07-23,SKU-FRZ-050,Paper Towels 6ct,Frozen,24,7.20,14.90,217,357.60,172.81,51.67,31.24,153.55
2025-10-12,SKU-DRY-065,Rice 5lb,Dairy,12,6.00,12.13,87,145.56,71.98,50.55,24.54,49.03
2025-11-28,SKU-BEV-067,Chicken Breast (lb),Beverages,2,8.02,13.04,33,26.07,16.04,38.47,2.46,7.57
2025-10-10,SKU-FRZ-114,Soda 12oz 6pk,Frozen,27,17.12,25.58,216,690.60,462.33,33.05,1.72,226.55
2025-05-31,SKU-BAK-116,Dish Soap 24oz,Bakery,13,7.86,9.56,78,124.31,102.19,17.80,20.53,1.59
2025-10-20,SKU-BEV-037,Apples (3lb bag),Beverages,9,2.08,3.16,95,28.43,18.73,34.13,2.22,7.48
2025-05-23,SKU-SNK-088,Eggs 12ct,Snacks,14,7.51,14.98,119,209.77,105.14,49.88,8.95,95.68
2025-07-02,SKU-BAK-077,Dish Soap 24oz,Bakery,8,16.25,25.41,115,203.28,129.97,36.06,24.55,48.76
2025-05-27,SKU-PRD-030,Soda 12oz 6pk,Produce,21,2.49,3.35,133,70.33,52.28,25.66,8.22,9.82
2025-05-29,SKU-DRY-051,Eggs 12ct,Dairy,23,9.69,15.11,112,347.46,222.98,35.83,18.51,105.97
2025-06-28,SKU-PAN-057,Granola Bars 12ct,Pantry,19,8.65,11.91,33,226.36,164.41,27.37,31.53,30.42
2025-03-23,SKU-PAN-085,Ground Beef 1lb,Pantry,24,16.07,30.61,120,734.68,385.58,47.52,112.17,236.93
2025-09-12,SKU-DRY-053,Orange Juice 1L,Dairy,23,13.35,26.39,106,607.03,307.13,49.40,74.36,225.54
2025-05-14,SKU-HOU-020,Pasta 16oz,Household,14,9.36,13.78,98,192.93,131.09,32.05,19.93,41.91
2025-06-16,SKU-SNK-023,Granola Bars 12ct,Snacks,12,14.63,20.06,204,240.76,175.60,27.07,33.64,31.52
2025-11-22,SKU-SNK-048,Orange Juice 1L,Snacks,22,15.69,27.32,189,601.01,345.14,42.57,17.57,238.31
2025-12-07,SKU-SNK-119,Greek Yogurt 4pk,Snacks,10,16.06,33.46,144,334.58,160.64,51.99,60.02,113.93
2025-02-25,SKU-SEA-094,Eggs 12ct,Seafood,2,14.32,19.55,67,39.10,28.65,26.74,1.69,8.76
2025-08-22,SKU-HOU-092,Chicken Breast (lb),Household,14,11.76,16.72,79,234.04,164.68,29.64,16.16,53.20
2025-09-16,SKU-BAK-005,Pasta 16oz,Bakery,8,8.83,12.50,129,100.01,70.65,29.36,1.05,28.31
2025-01-22,SKU-SNK-085,Laundry Detergent 64oz,Snacks,9,17.66,26.05,128,234.42,158.96,32.19,41.38,34.08
2025-06-20,SKU-SNK-113,Greek Yogurt 4pk,Snacks,15,14.90,27.37,176,410.58,223.51,45.56,38.11,148.96
2025-02-16,SKU-HOU-023,Sourdough Bread,Household,5,13.88,19.91,17,99.55,69.38,30.31,2.64,27.53
2025-01-17,SKU-HOU-004,Paper Towels 6ct,Household,12,14.41,27.07,93,324.82,172.92,46.77,13.91,137.99
2025-08-18,SKU-BAK-087,Salmon Fillet (lb),Bakery,21,9.15,12.88,171,270.52,192.12,28.98,18.42,59.98
2025-12-03,SKU-HOU-108,Laundry Detergent 64oz,Household,27,2.13,2.96,1,79.88,57.55,27.96,6.03,16.30
2025-04-19,SKU-SNK-060,Ground Beef 1lb,Snacks,12,15.19,28.72,39,344.65,182.25,47.12,24.04,138.36
2025-09-04,SKU-FRZ-092,Potato Chips 8oz,Frozen,26,9.61,18.89,160,491.12,249.97,49.10,51.37,189.78
2025-09-06,SKU-SEA-046,Apples (3lb bag),Seafood,19,12.19,18.31,160,347.90,231.63,33.42,28.86,87.41
2025-09-03,SKU-PRD-030,Bananas (lb),Produce,1,7.87,14.73,165,14.73,7.87,46.58,0.57,6.29
2025-01-09,SKU-PAN-027,Potato Chips 8oz,Pantry,22,2.56,4.00,130,87.98,56.35,35.96,4.13,27.51
2025-05-14,SKU-HOU-103,Dish Soap 24oz,Household,8,13.52,22.92,20,183.38,108.15,41.02,23.19,52.05
2025-05-12,SKU-PAN-117,Apples (3lb bag),Pantry,9,14.57,24.43,190,219.86,131.10,40.37,1.42,87.34
2025-10-02,SKU-MET-008,Granola Bars 12ct,Meat,7,14.42,19.35,100,135.42,100.96,25.44,0.27,34.19
2025-03-17,SKU-PRD-114,Eggs 12ct,Produce,15,7.60,10.82,133,162.30,114.01,29.75,27.33,20.96
2025-01-17,SKU-SNK-009,Bananas (lb),Snacks,18,3.96,6.13,128,110.41,71.37,35.36,1.16,37.88
2025-04-30,SKU-HOU-092,Greek Yogurt 4pk,Household,14,14.02,21.60,54,302.37,196.33,35.07,3.67,102.37
2025-01-21,SKU-FRZ-090,Greek Yogurt 4pk,Frozen,29,11.71,15.39,68,446.27,339.47,23.93,4.68,102.12
2025-02-16,SKU-FRZ-085,Eggs 12ct,Frozen,10,15.49,19.94,35,199.37,154.88,22.32,35.10,9.39
2025-05-07,SKU-DRY-006,Frozen Pizza,Dairy,17,2.15,3.75,68,63.67,36.49,42.69,9.75,17.43
2025-01-28,SKU-SEA-005,Granola Bars 12ct,Seafood,27,12.95,20.98,64,566.50,349.55,38.30,28.09,188.86
2025-04-10,SKU-SNK-049,Salmon Fillet (lb),Snacks,11,11.31,15.07,47,165.82,124.43,24.96,3.80,37.60
2025-06-18,SKU-MET-103,Potato Chips 8oz,Meat,26,8.19,11.67,105,303.44,213.02,29.80,7.83,82.58
2025-05-11,SKU-PRD-098,Olive Oil 1L,Produce,4,1.22,2.14,8,8.54,4.90,42.70,1.33,2.32
2025-06-14,SKU-PRD-062,Greek Yogurt 4pk,Produce,27,7.78,10.11,176,272.90,210.18,22.98,43.05,19.67
2025-01-18,SKU-DRY-099,Eggs 12ct,Dairy,8,7.15,10.93,86,87.43,57.23,34.55,3.23,26.97
2025-01-13,SKU-FRZ-075,Soda 12oz 6pk,Frozen,26,3.90,5.99,159,155.69,101.28,34.95,3.25,51.16
2025-09-19,SKU-SEA-050,Orange Juice 1L,Seafood,5,4.11,7.75,202,38.73,20.57,46.89,2.64,15.52
2025-06-27,SKU-HOU-115,Dish Soap 24oz,Household,1,12.04,17.28,204,17.28,12.04,30.32,0.30,4.94
2025-02-04,SKU-PRD-082,Greek Yogurt 4pk,Produce,19,10.91,22.72,168,431.70,207.38,51.96,22.63,201.69
2025-06-15,SKU-MET-093,Olive Oil 1L,Meat,13,14.28,26.31,117,342.08,185.64,45.73,34.02,122.42
2025-03-16,SKU-HOU-068,Bananas (lb),Household,20,5.65,10.96,64,219.13,113.02,48.42,15.85,90.27
2025-12-30,SKU-DRY-025,Potato Chips 8oz,Dairy,10,12.80,23.01,14,230.13,127.95,44.40,14.84,87.33
2025-04-12,SKU-MET-003,Laundry Detergent 64oz,Meat,20,7.29,12.36,30,247.10,145.70,41.04,20.72,80.68
2025-08-17,SKU-MET-082,Ground Beef 1lb,Meat,15,17.20,33.34,78,500.03,257.98,48.41,83.76,158.30
2025-03-02,SKU-SNK-032,Paper Towels 6ct,Snacks,21,7.78,10.12,76,212.59,163.46,23.11,3.14,45.99
2025-02-28,SKU-BAK-018,Laundry Detergent 64oz,Bakery,6,13.50,20.76,145,124.57,81.02,34.96,1.09,42.47
2025-11-12,SKU-BEV-027,Frozen Pizza,Beverages,10,1.65,2.01,74,20.07,16.52,17.70,3.29,0.26
2025-03-25,SKU-PRD-073,Frozen Pizza,Produce,22,6.70,11.17,146,245.75,147.40,40.02,42.46,55.89
2025-10-20,SKU-PAN-052,Rice 5lb,Pantry,21,9.73,14.27,5,299.58,204.25,31.82,4.18,91.15
2025-04-11,SKU-BAK-019,Potato Chips 8oz,Bakery,25,11.43,16.23,177,405.85,285.70,29.60,27.39,92.75
2025-02-27,SKU-MET-036,Bananas (lb),Meat,10,1.46,2.96,86,29.62,14.56,50.84,3.08,11.97
2025-05-29,SKU-HOU-072,Laundry Detergent 64oz,Household,7,15.92,22.28,106,155.99,111.45,28.55,22.30,22.23
2025-06-23,SKU-PAN-065,Sourdough Bread,Pantry,12,13.68,16.49,28,197.92,164.13,17.07,12.08,21.71
2025-07-10,SKU-SNK-029,Frozen Pizza,Snacks,2,8.33,15.14,0,30.27,16.66,44.97,0.47,13.14
2025-10-06,SKU-HOU-107,Soda 12oz 6pk,Household,29,9.09,11.91,202,345.49,263.74,23.66,5.25,76.50
2025-04-15,SKU-PRD-003,Apples (3lb bag),Produce,20,17.94,23.49,8,469.73,358.88,23.60,15.39,95.46
2025-11-24,SKU-HOU-087,Bananas (lb),Household,24,2.93,4.22,101,101.35,70.41,30.53,8.59,22.35
2025-04-29,SKU-BAK-005,Orange Juice 1L,Bakery,13,7.65,12.99,68,168.93,99.50,41.10,11.78,57.65
2025-08-30,SKU-MET-117,Laundry Detergent 64oz,Meat,10,6.35,11.90,127,119.00,63.51,46.63,17.47,38.01
2025-05-19,SKU-BEV-056,Granola Bars 12ct,Beverages,5,1.67,3.38,164,16.88,8.37,50.38,2.00,6.50
2025-06-21,SKU-MET-118,Rice 5lb,Meat,6,15.27,30.00,129,180.00,91.61,49.11,11.82,76.58
2025-04-22,SKU-SEA-089,Ground Beef 1lb,Seafood,13,6.34,12.12,58,157.57,82.45,47.67,2.36,72.75
2025-03-19,SKU-FRZ-041,Olive Oil 1L,Frozen,18,9.81,20.39,126,367.01,176.59,51.88,29.37,161.05
2025-12-06,SKU-PAN-022,Frozen Pizza,Pantry,14,8.85,14.62,69,204.67,123.86,39.48,21.34,59.47
2025-07-01,SKU-BAK-003,Dish Soap 24oz,Bakery,9,16.00,31.31,135,281.80,144.01,48.90,9.29,128.49
2025-07-17,SKU-BAK-026,Dish Soap 24oz,Bakery,2,10.91,13.53,81,27.07,21.83,19.36,1.37,3.87
2025-06-18,SKU-BAK-081,Eggs 12ct,Bakery,12,6.56,12.53,1,150.33,78.75,47.61,5.09,66.49
2025-08-14,SKU-PAN-117,Salmon Fillet (lb),Pantry,3,7.55,10.43,5,31.30,22.64,27.67,4.83,3.83
2025-01-15,SKU-HOU-093,Eggs 12ct,Household,8,16.65,22.46,132,179.66,133.22,25.85,13.44,33.00
2025-03-11,SKU-FRZ-092,Soda 12oz 6pk,Frozen,30,2.44,3.04,68,91.25,73.19,19.79,5.62,12.44
2025-01-15,SKU-SEA-051,Dish Soap 24oz,Seafood,25,0.94,1.82,104,45.43,23.60,48.06,3.78,18.06
2025-04-14,SKU-MET-053,Dish Soap 24oz,Meat,21,0.84,1.62,154,34.01,17.69,47.98,5.56,10.76
2025-11-18,SKU-SNK-105,Dish Soap 24oz,Snacks,13,12.97,16.35,156,212.58,168.59,20.69,9.83,34.16
2025-06-24,SKU-FRZ-114,Potato Chips 8oz,Frozen,18,13.66,16.43,170,295.76,245.94,16.85,39.07,10.75
2025-01-30,SKU-BEV-064,Laundry Detergent 64oz,Beverages,19,13.01,26.30,201,499.72,247.10,50.55,43.22,209.40
2025-11-01,SKU-PAN-046,Dish Soap 24oz,Pantry,27,6.50,8.31,187,224.26,175.56,21.72,28.95,19.75
2025-04-12,SKU-PAN-004,Apples (3lb bag),Pantry,10,16.62,28.53,53,285.26,166.18,41.74,5.50,113.58
2025-11-25,SKU-DRY-085,Dish Soap 24oz,Dairy,9,1.81,2.37,152,21.37,16.27,23.85,1.19,3.91
2025-10-14,SKU-MET-114,Rice 5lb,Meat,3,2.00,3.13,203,9.38,6.00,36.06,0.00,3.38
2025-09-06,SKU-BAK-004,Ground Beef 1lb,Bakery,7,8.43,13.03,95,91.23,59.02,35.30,11.67,20.54
2025-09-11,SKU-FRZ-078,Greek Yogurt 4pk,Frozen,28,10.83,15.19,202,425.24,303.30,28.68,12.14,109.80
2025-01-06,SKU-HOU-002,Sourdough Bread,Household,14,5.42,8.68,146,121.50,75.94,37.50,18.84,26.72
2025-02-02,SKU-HOU-081,Potato Chips 8oz,Household,25,12.05,20.40,205,510.03,301.33,40.92,76.72,131.98
2025-01-16,SKU-SEA-112,Olive Oil 1L,Seafood,30,7.21,11.55,213,346.63,216.20,37.63,11.61,118.82
2025-06-15,SKU-PAN-050,Ground Beef 1lb,Pantry,18,8.56,15.39,127,276.95,154.05,44.38,24.62,98.28
2025-04-25,SKU-SEA-063,Bananas (lb),Seafood,10,3.05,4.73,71,47.32,30.53,35.48,4.64,12.15
2025-01-04,SKU-SNK-080,Eggs 12ct,Snacks,16,3.77,4.93,204,78.93,60.34,23.54,11.97,6.61
2025-10-06,SKU-HOU-023,Chicken Breast (lb),Household,20,2.90,5.89,188,117.73,57.98,50.75,10.98,48.77
2025-06-27,SKU-FRZ-053,Granola Bars 12ct,Frozen,29,11.82,19.15,86,555.42,342.88,38.27,72.83,139.71
2025-08-30,SKU-FRZ-002,Orange Juice 1L,Frozen,19,7.90,10.31,112,195.83,150.18,23.31,32.68,12.97
2025-03-12,SKU-SNK-031,Eggs 12ct,Snacks,9,15.09,22.93,47,206.40,135.81,34.20,32.15,38.44
2025-08-29,SKU-SEA-083,Pasta 16oz,Seafood,2,17.62,36.06,59,72.12,35.23,51.15,10.20,26.70
2025-09-07,SKU-PAN-086,Apples (3lb bag),Pantry,19,5.42,9.05,87,172.02,102.98,40.13,11.16,57.87
2025-09-10,SKU-BAK-070,Sourdough Bread,Bakery,20,17.46,34.44,18,688.78,349.14,49.31,56.07,283.57
2025-10-31,SKU-MET-020,Salmon Fillet (lb),Meat,5,3.68,5.74,168,28.68,18.39,35.89,2.32,7.98
2025-07-23,SKU-DRY-026,Orange Juice 1L,Dairy,26,11.73,24.13,169,627.27,305.09,51.36,83.52,238.66
2025-05-15,SKU-BEV-014,Potato Chips 8oz,Beverages,9,5.97,11.90,51,107.07,53.70,49.85,15.87,37.51
2025-09-12,SKU-HOU-012,Rice 5lb,Household,6,8.97,15.36,172,92.18,53.80,41.64,13.80,24.58
2025-02-20,SKU-DRY-013,Rice 5lb,Dairy,20,16.08,29.24,22,584.74,321.59,45.00,72.78,190.37
2025-11-06,SKU-MET-060,Bananas (lb),Meat,19,16.39,27.65,103,525.31,311.41,40.72,73.65,140.26
2025-06-09,SKU-MET-109,Chicken Breast (lb),Meat,4,17.62,32.44,198,129.75,70.48,45.68,5.17,54.10
2025-01-22,SKU-SEA-014,Olive Oil 1L,Seafood,13,12.95,15.60,200,202.78,168.41,16.95,27.34,7.03
2025-09-10,SKU-DRY-049,Pasta 16oz,Dairy,12,10.18,12.83,113,153.90,122.17,20.61,22.12,9.61
2025-02-05,SKU-FRZ-007,Apples (3lb bag),Frozen,25,10.93,15.14,23,378.49,273.21,27.82,37.77,67.50
2025-12-02,SKU-DRY-101,Dish Soap 24oz,Dairy,13,9.61,13.82,44,179.68,124.87,30.50,22.36,32.45
2025-02-20,SKU-BEV-118,Sourdough Bread,Beverages,27,16.56,22.45,92,606.20,447.12,26.24,13.75,145.34
2025-11-01,SKU-HOU-024,Eggs 12ct,Household,9,13.79,23.18,127,208.63,124.08,40.52,22.32,62.23
2025-12-14,SKU-BEV-091,Greek Yogurt 4pk,Beverages,11,14.29,29.92,109,329.17,157.21,52.24,47.33,124.63
2025-04-05,SKU-FRZ-075,Dish Soap 24oz,Frozen,13,6.66,11.77,11,153.02,86.58,43.42,25.40,41.03
2025-07-26,SKU-MET-039,Olive Oil 1L,Meat,21,5.29,10.87,1,228.24,111.13,51.31,6.59,110.52
2025-11-15,SKU-SEA-031,Sourdough Bread,Seafood,7,15.09,31.00,213,216.98,105.64,51.32,18.56,92.79
2025-02-28,SKU-PAN-044,Sourdough Bread,Pantry,5,15.30,19.11,23,95.53,76.50,19.91,4.00,15.02
2025-12-21,SKU-PRD-109,Pasta 16oz,Produce,11,5.41,8.49,18,93.43,59.56,36.25,8.95,24.93
2025-11-18,SKU-HOU-038,Sourdough Bread,Household,3,13.39,17.32,121,51.96,40.18,22.66,8.87,2.90
2025-02-03,SKU-BEV-081,Bananas (lb),Beverages,19,10.54,13.45,102,255.62,200.17,21.69,20.10,35.35
2025-12-04,SKU-SEA-070,Dish Soap 24oz,Seafood,7,10.08,18.83,113,131.78,70.57,46.45,17.42,43.79
2025-09-21,SKU-BEV-108,Ground Beef 1lb,Beverages,14,17.07,35.37,209,495.23,239.01,51.74,35.86,220.37
2025-07-20,SKU-PAN-007,Granola Bars 12ct,Pantry,4,7.71,11.67,217,46.67,30.85,33.91,6.62,9.20
2025-09-17,SKU-HOU-001,Orange Juice 1L,Household,15,17.76,29.17,92,437.48,266.35,39.12,30.62,140.50
2025-05-19,SKU-MET-059,Pasta 16oz,Meat,28,16.02,21.70,44,607.50,448.63,26.15,53.07,105.81
2025-05-07,SKU-FRZ-092,Paper Towels 6ct,Frozen,4,15.24,31.51,6,126.05,60.95,51.65,19.54,45.56
2025-09-11,SKU-SEA-006,Paper Towels 6ct,Seafood,4,12.55,20.70,88,82.79,50.21,39.35,3.95,28.63
2025-02-14,SKU-MET-073,Frozen Pizza,Meat,7,12.27,15.63,4,109.41,85.88,21.50,12.90,10.63
2025-03-04,SKU-BAK-044,Paper Towels 6ct,Bakery,21,13.51,16.57,128,347.89,283.64,18.47,55.81,8.44
2025-04-28,SKU-BEV-108,Frozen Pizza,Beverages,22,10.97,21.45,172,471.89,241.37,48.85,33.65,196.87
2025-01-28,SKU-SNK-111,Sourdough Bread,Snacks,23,13.10,24.42,0,561.65,301.40,46.34,71.87,188.38
2025-07-31,SKU-PRD-068,Salmon Fillet (lb),Produce,2,1.89,2.85,164,5.69,3.79,33.46,0.41,1.49
2025-09-03,SKU-DRY-036,Rice 5lb,Dairy,30,2.16,2.76,208,82.91,64.76,21.90,0.69,17.46
2025-06-25,SKU-HOU-013,Apples (3lb bag),Household,2,15.26,21.58,127,43.16,30.52,29.27,5.40,7.23
2025-08-19,SKU-BEV-034,Laundry Detergent 64oz,Beverages,23,14.28,26.26,67,603.98,328.34,45.64,72.61,203.02
2025-02-21,SKU-MET-099,Orange Juice 1L,Meat,13,15.69,23.38,62,303.95,203.99,32.89,31.86,68.10
2025-03-17,SKU-PAN-013,Frozen Pizza,Pantry,6,14.84,27.96,103,167.76,89.05,46.92,25.50,53.21
2025-11-11,SKU-FRZ-077,Ground Beef 1lb,Frozen,23,8.99,11.82,158,271.77,206.66,23.96,41.92,23.20
2025-09-14,SKU-BEV-113,Paper Towels 6ct,Beverages,26,9.48,18.80,133,488.67,246.61,49.53,43.56,198.50
2025-10-04,SKU-MET-108,Bananas (lb),Meat,9,17.89,37.24,154,335.17,161.00,51.96,35.36,138.80
2025-10-15,SKU-FRZ-098,Potato Chips 8oz,Frozen,19,5.01,8.45,98,160.49,95.23,40.66,24.61,40.65
2025-12-17,SKU-PRD-087,Ground Beef 1lb,Produce,8,10.39,20.00,111,160.03,83.14,48.04,5.60,71.28
2025-03-01,SKU-PAN-047,Sourdough Bread,Pantry,19,8.12,10.81,201,205.40,154.22,24.92,32.06,19.12
2025-01-04,SKU-PAN-089,Sourdough Bread,Pantry,28,2.65,4.50,145,125.98,74.13,41.16,6.68,45.18
2025-12-26,SKU-BAK-055,Rice 5lb,Bakery,24,10.76,13.52,201,324.59,258.13,20.47,14.71,51.74
2025-10-28,SKU-SNK-081,Chicken Breast (lb),Snacks,7,15.61,20.78,78,145.49,109.25,24.91,18.27,17.97
2025-12-16,SKU-DRY-119,Sourdough Bread,Dairy,1,5.93,11.52,173,11.52,5.93,48.52,0.20,5.39
2025-10-18,SKU-PRD-075,Greek Yogurt 4pk,Produce,30,4.83,6.64,147,199.22,144.78,27.32,23.32,31.11
2025-04-06,SKU-MET-070,Apples (3lb bag),Meat,1,13.32,19.01,62,19.01,13.32,29.97,1.14,4.56
2025-07-17,SKU-SEA-115,Potato Chips 8oz,Seafood,8,11.30,20.74,217,165.95,90.40,45.52,18.15,57.39
2025-06-07,SKU-MET-014,Orange Juice 1L,Meat,5,14.32,18.63,134,93.13,71.58,23.14,15.58,5.98
2025-09-23,SKU-HOU-023,Eggs 12ct,Household,23,1.58,2.80,66,64.29,36.24,43.62,5.69,22.35
2025-07-27,SKU-BAK-081,Frozen Pizza,Bakery,24,8.75,13.13,89,315.22,210.03,33.37,33.04,72.15
2025-06-19,SKU-BAK-113,Whole Milk 1gal,Bakery,11,15.21,25.29,171,278.17,167.27,39.87,11.21,99.69
2025-04-14,SKU-BEV-026,Eggs 12ct,Beverages,30,12.01,21.22,49,636.48,360.23,43.40,52.39,223.86
2025-02-01,SKU-SNK-046,Orange Juice 1L,Snacks,23,3.99,7.22,41,166.00,91.78,44.71,27.76,46.46
2025-04-23,SKU-PAN-017,Pasta 16oz,Pantry,26,16.87,26.63,197,692.30,438.67,36.64,95.79,157.84
2025-08-22,SKU-HOU-101,Soda 12oz 6pk,Household,26,17.06,27.52,81,715.63,443.62,38.01,23.28,248.73
2025-06-28,SKU-HOU-098,Eggs 12ct,Household,13,7.85,15.83,106,205.77,102.02,50.42,2.21,101.55
2025-09-16,SKU-MET-091,Ground Beef 1lb,Meat,12,15.29,18.66,205,223.86,183.48,18.04,1.65,38.73
2025-12-20,SKU-FRZ-076,Granola Bars 12ct,Frozen,7,5.37,8.84,189,61.85,37.60,39.20,4.52,19.73
2025-02-18,SKU-PRD-024,Olive Oil 1L,Produce,2,12.17,19.15,59,38.31,24.35,36.44,3.62,10.34
2025-12-27,SKU-SNK-095,Dish Soap 24oz,Snacks,30,16.93,32.77,25,983.21,507.93,48.34,66.75,408.53
2025-02-06,SKU-BEV-019,Paper Towels 6ct,Beverages,27,6.41,9.55,131,257.77,173.01,32.88,24.08,60.68
2025-12-22,SKU-FRZ-117,Eggs 12ct,Frozen,14,17.48,21.47,50,300.61,244.69,18.60,49.00,6.92
2025-04-16,SKU-SEA-092,Whole Milk 1gal,Seafood,11,2.47,5.11,74,56.16,27.15,51.65,5.34,23.67
